MovieName,Year,IMDbRating,IMDbVotes,Awards,Language,AltText
Ratatouille,2007,8,549754,404,"English,French","ratatouille,ratatouille 2007"
Rat Race,2001,6.4,100273,404,English,"rat race,rat race 2001"
Raven's Home,2017,7.7,1495,404,English,"ravens home,ravens home 2017,Ravens Home,ravenshome"
Ratchet & Clank,2016,5.6,8146,404,English,"ratchet clank,ratchet clank 2016,Ratchet Clank,ratchetclank"
Razzle Dazzle,2007,6.5,522,404,English,"razzle dazzle,razzle dazzle 2007"
Project Runway All Stars,2012,7,1253,404,English,"project runway all stars,project runway all stars 2012"
Proof,2005,6.8,39802,404,English,"proof,proof 2005"
Promised Land,2012,6.6,33631,404,English,"promised land,promised land 2012"
Property Brothers,2011,7.3,2046,404,English,"property brothers,property brothers 2011"
Proof,2015,7,3192,404,English,"proof,proof 2015"
Ready Player One,2018,7.6,226448,404,English,"ready player one,ready player one 2018"
Race,2016,7.1,29233,404,"English,German","race,race 2016"
Rachel Getting Married,2008,6.7,44190,404,English,"rachel getting married,rachel getting married 2008"
Rabat,2011,7.1,1789,404,"Dutch,French,Spanish,Arabic,English","rabat,rabat 2011"
Radio Free Albemuth,2010,5.8,1294,404,English,"radio free albemuth,radio free albemuth 2010"
Prosper,2014,8.7,909,404,English,"prosper,prosper 2014"
Ghost Graduation,2012,6.4,2597,404,"Spanish,English","ghost graduation,ghost graduation 2012"
Prometheus,2012,7,525950,404,"English,Scottish Gaelic","prometheus,prometheus 2012"
Rus'un Oyunu,2016,7.2,1042,404,"English,Turkish","rusun oyunu,rusun oyunu 2016,Rusun Oyunu,rusunoyunu"
Runner Runner,2013,5.6,56950,404,"English,Spanish","runner runner,runner runner 2013"
RuPaul's Drag Race All Stars,2012,8.5,2642,404,English,"rupauls drag race all stars,rupauls drag race all stars 2012,RuPauls Drag Race All Stars,rupaulsdragraceallstars"
Rudy: The Rudy Giuliani Story,2003,5.5,559,404,English,"rudy the rudy giuliani story,rudy the rudy giuliani story 2003,Rudy The Rudy Giuliani Story,rudytherudygiulianistory"
Run,2002,7.1,574,404,"English,Tamil,Telugu","run,run 2002"
Running Wild with Bear Grylls,2014,7.8,1772,404,English,"running wild with bear grylls,running wild with bear grylls 2014"
Running with Scissors,2006,6.2,20923,404,English,"running with scissors,running with scissors 2006"
Radius,2017,6.2,7972,404,English,"radius,radius 2017"
Radio,2003,6.9,34925,404,English,"radio,radio 2003"
Radio Rebel,2012,6.2,6394,404,English,"radio rebel,radio rebel 2012"
Rugrats Go Wild,2003,5.6,6441,404,English,"rugrats go wild,rugrats go wild 2003"
Run Ronnie Run,2002,6.4,4961,404,English,"run ronnie run,run ronnie run 2002"
Run & Jump,2013,6.3,1161,404,English,"run jump,run jump 2013,Run Jump,runjump"
Run the Tide,2016,5.2,716,404,English,"run the tide,run the tide 2016"
Running Scared,2006,7.4,92778,404,"English,Russian,Spanish","running scared,running scared 2006"
Runaway Jury,2003,7.1,83404,404,"English,French,Italian","runaway jury,runaway jury 2003"
Runaways,2017,7.3,11491,404,English,"runaways,runaways 2017"
Run All Night,2015,6.6,90766,404,English,"run all night,run all night 2015"
RuPaul's Drag Race: Untucked!,2010,7.6,1424,404,English,"rupauls drag race untucked,rupauls drag race untucked 2010,RuPauls Drag Race Untucked,rupaulsdragraceuntucked"
Running Wild,2017,6,826,404,"English,Spanish","running wild,running wild 2017"
Prosecuting Casey Anthony,2013,5.9,967,404,English,"prosecuting casey anthony,prosecuting casey anthony 2013"
Proxy,2013,5.7,3412,404,English,"proxy,proxy 2013"
Psych: The Movie,2017,7.6,4979,404,English,"psych the movie,psych the movie 2017,Psych The Movie,psychthemovie"
Rumor Has It...,2005,5.5,46535,404,"English,Spanish","rumor has it,rumor has it 2005,Rumor Has It,rumorhasit"
Righteous Kill,2008,6,78584,404,"English,Spanish,Russian","righteous kill,righteous kill 2008"
Right on Track,2003,6.5,959,404,English,"right on track,right on track 2003"
"Rio, I Love You",2014,5.3,1445,404,"Portuguese,English,French,Spanish,French","rio i love you,rio i love you 2014,Rio I Love You,rioiloveyou"
Right at Your Door,2006,6.2,11548,404,English,"right at your door,right at your door 2006"
Rio,2011,6.9,184915,404,"English,Portuguese","rio,rio 2011"
Defenders of Riga,2007,7,1662,404,"Latvian,German,Russian,French,English","defenders of riga,defenders of riga 2007"
Ring of Fire,2013,5.9,511,404,English,"ring of fire,ring of fire 2013"
Rip Tide,2017,5.6,1704,404,English,"rip tide,rip tide 2017"
Nothing to Declare,2010,6.3,11241,404,"French,English","nothing to declare,nothing to declare 2010"
Riding the Bullet,2004,5.2,8132,404,English,"riding the bullet,riding the bullet 2004"
Rio 2,2014,6.3,68700,404,"English,Portuguese","rio 2,rio 2 2014"
Ring by Spring,2014,6,971,404,English,"ring by spring,ring by spring 2014"
Ridiculousness,2011,6.3,4952,404,English,"ridiculousness,ridiculousness 2011"
Rick and Morty,2013,9.3,232163,404,English,"rick and morty,rick and morty 2013"
Reality,2014,6.9,3875,404,"French,English","reality,reality 2014"
Real Women Have Curves,2002,7,6369,404,"English,Spanish","real women have curves,real women have curves 2002"
Reaper,2014,5.1,2095,404,English,"reaper,reaper 2014"
Recipe for a Perfect Christmas,2005,6.6,767,404,English,"recipe for a perfect christmas,recipe for a perfect christmas 2005"
Rebel in the Rye,2017,6.6,4280,404,English,"rebel in the rye,rebel in the rye 2017"
Rebound,2005,5.1,11284,404,English,"rebound,rebound 2005"
Real Time with Bill Maher,2003,7.6,10820,404,English,"real time with bill maher,real time with bill maher 2003"
Recipe for Love,2014,6.5,1568,404,English,"recipe for love,recipe for love 2014"
Recess: School's Out,2001,6.6,7837,404,English,"recess schools out,recess schools out 2001,Recess Schools Out,recessschoolsout"
Real Gangsters,2013,7,6877,404,English,"real gangsters,real gangsters 2013"
Real Time,2008,6.8,2303,404,English,"real time,real time 2008"
Realive,2016,5.9,3756,404,English,"realive,realive 2016"
Reasonable Doubt,2014,5.7,16855,404,English,"reasonable doubt,reasonable doubt 2014"
Ragamuffin,2014,6.7,968,404,English,"ragamuffin,ragamuffin 2014"
Ragada,2010,6.2,663,404,"Telugu,English","ragada,ragada 2010"
Rags,2012,7.1,1996,404,English,"rags,rags 2012"
Raines,2007,7.9,1888,404,English,"raines,raines 2007"
Rain,2001,7,1472,404,English,"rain,rain 2001"
Rails & Ties,2007,6.8,3682,404,English,"rails ties,rails ties 2007,Rails Ties,railsties"
Rainbow,2015,8,2427,404,Hindi,"rainbow,rainbow 2015"
Rush Hour 3,2007,6.2,136068,404,"English,French,Japanese,Mandarin,Latin","rush hour 3,rush hour 3 2007"
Rush Hour,2016,5.8,3217,404,English,"rush hour,rush hour 2016"
Rush Hour 2,2001,6.6,179961,404,"English,Mandarin,Cantonese","rush hour 2,rush hour 2 2001"
Rustom,2016,7.1,18215,404,"English,Hindi","rustom,rustom 2016"
Sons of Norway,2011,6.5,1524,404,"Norwegian,English,Danish","sons of norway,sons of norway 2011"
S̩raphin: un homme et son p̩ch̩,2002,6.7,904,404,"French,English","sraphin un homme et son pch,sraphin un homme et son pch 2002,Sraphin un homme et son pch,sraphinunhommeetsonpch"
Ripley Under Ground,2005,6.1,2064,404,"English,French","ripley under ground,ripley under ground 2005"
Ride Along,2014,6.2,90521,404,"English,Ukrainian","ride along,ride along 2014"
Rick,2003,6.1,767,404,English,"rick,rick 2003"
Ride with Norman Reedus,2016,8.1,712,404,English,"ride with norman reedus,ride with norman reedus 2016"
Rick & Steve the Happiest Gay Couple in All the World,2007,6.4,742,404,English,"rick steve the happiest gay couple in all the world,rick steve the happiest gay couple in all the world 2007,Rick Steve the Happiest Gay Couple in All the World,rickstevethehappiestgaycoupleinalltheworld"
Ride Along 2,2016,5.9,45720,404,English,"ride along 2,ride along 2 2016"
Rid of Me,2011,6.6,940,404,English,"rid of me,rid of me 2011"
Ricki and the Flash,2015,5.9,20069,404,English,"ricki and the flash,ricki and the flash 2015"
Steal,2002,5.5,5364,404,English,"steal,steal 2002"
Ricky,2016,8.1,686,404,"Kannada,English","ricky,ricky 2016"
Ride,2014,5.7,3160,404,English,"ride,ride 2014"
Rise of the Footsoldier Part II,2015,5.3,966,404,"English,Dutch,Polish","rise of the footsoldier part ii,rise of the footsoldier part ii 2015"
Rise of the Guardians,2012,7.3,140181,404,"English,French","rise of the guardians,rise of the guardians 2012"
Rise of the Legend,2014,6.6,2227,404,"Mandarin,Chinese,Cantonese,English","rise of the legend,rise of the legend 2014"
Raincoat,2004,7.6,3184,404,Hindi,"raincoat,raincoat 2004"
Raid,2018,7.5,7990,404,Hindi,"raid,raid 2018"
Raised by Wolves,2013,8.2,1025,404,English,"raised by wolves,raised by wolves 2013"
Railroad Tigers,2016,5.9,2683,404,"Mandarin,Japanese,English","railroad tigers,railroad tigers 2016"
Raising Victor Vargas,2002,7.1,4923,404,"English,Spanish","raising victor vargas,raising victor vargas 2002"
Raising Helen,2004,6,33149,404,English,"raising helen,raising helen 2004"
Raising the Bar,2016,5.9,637,404,English,"raising the bar,raising the bar 2016"
Real Husbands of Hollywood,2013,7.6,3675,404,English,"real husbands of hollywood,real husbands of hollywood 2013"
Really,2014,6.1,549,404,English,"really,really 2014"
Recoil,2011,5.2,4696,404,English,"recoil,recoil 2011"
Reality,2012,6.8,4162,404,"Italian,Neapolitan,English,Latin","reality,reality 2012"
Real Steel,2011,7.1,278181,404,"English,Ukrainian","real steel,real steel 2011"
Reclaim,2014,5.1,4970,404,English,"reclaim,reclaim 2014"
RED 2,2013,6.6,143786,404,"English,Russian,French,Persian,Korean","red 2,red 2 2013"
Sachin,2017,8.8,6170,404,"Hindi,Marathi","sachin,sachin 2017"
Rise,2018,6,3830,404,English,"rise,rise 2018"
Rush,2008,7.7,1194,404,English,"rush,rush 2008"
S/O Satyamurthy,2015,6.7,2068,404,"Telugu,Malayalam,Hindi","so satyamurthy,so satyamurthy 2015,SO Satyamurthy,sosatyamurthy"
Rise of the Planet of the Apes,2011,7.6,460499,404,"English,Sign Languages","rise of the planet of the apes,rise of the planet of the apes 2011"
Ryan and Sean's Not So Excellent Adventure,2008,5.3,570,404,English,"ryan and seans not so excellent adventure,ryan and seans not so excellent adventure 2008,Ryan and Seans Not So Excellent Adventure,ryanandseansnotsoexcellentadventure"
Ritual,2012,5.5,2142,404,English,"ritual,ritual 2012"
Rise of the Footsoldier,2007,6.9,17741,404,English,"rise of the footsoldier,rise of the footsoldier 2007"
My Love,2007,5.4,6682,404,Hindi,"my love,my love 2007"
S.W.A.T.,2017,6.6,6831,404,English,"swat,swat 2017,SWAT"
RV,2006,5.5,51326,404,English,"rv,rv 2006"
Ripley's Game,2002,6.6,15671,404,"English,German,Italian","ripleys game,ripleys game 2002,Ripleys Game,ripleysgame"
Rise of the Footsoldier 3,2017,5.7,703,404,English,"rise of the footsoldier 3,rise of the footsoldier 3 2017"
Ripper Street,2012,8.1,17089,404,English,"ripper street,ripper street 2012"
Risen,2016,6.3,21416,404,English,"risen,risen 2016"
Sabah,2005,6.7,1265,404,"English,Arabic","sabah,sabah 2005"
Rakhta Charitra 2,2010,6.4,1925,404,"Hindi,Telugu,Tamil","rakhta charitra 2,rakhta charitra 2 2010"
Rake,2014,6.9,2785,404,English,"rake,rake 2014"
Rake,2010,8.7,4116,404,English,"rake,rake 2010"
Raman Raghav 2.0,2016,7.3,8155,404,Hindi,"raman raghav 20,raman raghav 20 2016,Raman Raghav 20,ramanraghav20"
Rushlights,2013,6.2,2484,404,English,"rushlights,rushlights 2013"
S1m0ne,2002,6.1,55262,404,English,"s1m0ne,s1m0ne 2002"
Russell Howard's Good News,2009,7.7,1979,404,English,"russell howards good news,russell howards good news 2009,Russell Howards Good News,russellhowardsgoodnews"
Ryde,2017,6.2,7668,404,English,"ryde,ryde 2017"
RWBY,2012,8.2,3989,404,English,"rwby,rwby 2012"
S.W.A.T.,2003,6,129068,404,"English,Spanish,French","swat,swat 2003,SWAT"
Rx,2005,5.5,823,404,English,"rx,rx 2005"
S&man,2006,5.8,752,404,English,"sman,sman 2006,Sman"
Rust and Bone,2012,7.5,57077,404,"French,English","rust and bone,rust and bone 2012"
Companion,2002,6.9,6055,404,Hindi,"companion,companion 2002"
S.O.S.: Women to the Sea,2014,5.7,584,404,"Portuguese,English,Spanish,Italian","sos women to the sea,sos women to the sea 2014,SOS Women to the Sea,soswomentothesea"
Murderer,2009,5.3,552,404,"Cantonese,English","murderer,murderer 2009"
Divergence,2005,5.9,1013,404,"Cantonese,Mandarin,English","divergence,divergence 2005"
Sabotage,2014,5.7,54133,404,"English,Spanish","sabotage,sabotage 2014"
Red,2008,7.1,9348,404,English,"red,red 2008"
Recovery Road,2016,7.6,1035,404,English,"recovery road,recovery road 2016"
Reckless,2014,7.2,2934,404,English,"reckless,reckless 2014"
Red Dragon,2002,7.2,225284,404,"English,French","red dragon,red dragon 2002"
Red Eye,2005,6.5,102517,404,"English,Russian","red eye,red eye 2005"
Red Faction: Origins,2011,5.1,3508,404,English,"red faction origins,red faction origins 2011,Red Faction Origins,redfactionorigins"
Red Dog,2011,7.5,14446,404,"English,Polish","red dog,red dog 2011"
Recount,2008,7.5,10897,404,English,"recount,recount 2008"
Red Eye w/Tom Shillue,2007,7.7,909,404,English,"red eye wtom shillue,red eye wtom shillue 2007,Red Eye wTom Shillue,redeyewtomshillue"
Red Dawn,2012,5.4,67846,404,"English,Korean","red dawn,red dawn 2012"
Red Doors,2005,6.6,950,404,English,"red doors,red doors 2005"
Red Dust,2004,6.9,2005,404,"English,Xhosa,Afrikaans","red dust,red dust 2004"
Red Dog: True Blue,2016,6.5,845,404,English,"red dog true blue,red dog true blue 2016,Red Dog True Blue,reddogtrueblue"
Red Hill,2010,6.4,7602,404,English,"red hill,red hill 2010"
Rampart,2011,5.8,21336,404,English,"rampart,rampart 2011"
Ramji Londonwaley,2005,6.8,783,404,Hindi,"ramji londonwaley,ramji londonwaley 2005"
Ramana,2002,8.1,1425,404,"Tamil,Hindi","ramana,ramana 2002"
Rancid,2004,5.5,986,404,English,"rancid,rancid 2004"
Ramona and Beezus,2010,6.6,15453,404,English,"ramona and beezus,ramona and beezus 2010"
Rampage,2009,6.3,16905,404,English,"rampage,rampage 2009"
Roberto Succo,2001,6.7,1064,404,"French,Italian,German,English","roberto succo,roberto succo 2001"
Riverdale,2016,7.6,64337,404,English,"riverdale,riverdale 2016"
Road Hard,2015,6.1,1536,404,English,"road hard,road hard 2015"
River,2015,6,1587,404,"English,French,Lao,Thai","river,river 2015"
Roadie,2011,6,1008,404,English,"roadie,roadie 2011"
Riviera,2017,6.6,3480,404,English,"riviera,riviera 2017"
Rob the Mob,2014,6.3,9767,404,English,"rob the mob,rob the mob 2014"
Robin Hood,2010,6.7,233414,404,"English,French,Ukrainian","robin hood,robin hood 2010"
Riverworld,2003,5.2,2018,404,English,"riverworld,riverworld 2003"
Safe House,2012,6.8,186153,404,"English,Afrikaans","safe house,safe house 2012"
Sacrifice,2016,5.3,3413,404,English,"sacrifice,sacrifice 2016"
Safe,2018,7.4,15115,404,English,"safe,safe 2018"
Safe Haven,2013,6.7,92958,404,"English,Portuguese","safe haven,safe haven 2013"
Safe House,2015,6.5,1461,404,English,"safe house,safe house 2015"
Safety Not Guaranteed,2012,7,109895,404,English,"safety not guaranteed,safety not guaranteed 2012"
Saheb Biwi Aur Gangster,2011,7.2,3270,404,"Hindi,English","saheb biwi aur gangster,saheb biwi aur gangster 2011"
Sahara,2005,6,84272,404,"English,French,Arabic","sahara,sahara 2005"
Safe Conduct,2002,7,1130,404,"French,German,English","safe conduct,safe conduct 2002"
Safelight,2015,5.9,1643,404,English,"safelight,safelight 2015"
Sahasam,2013,6.6,568,404,"Telugu,Urdu,Hindi","sahasam,sahasam 2013"
Rangoon,2017,5.8,3084,404,Hindi,"rangoon,rangoon 2017"
Rann,2010,7,2034,404,"Hindi,Urdu,English","rann,rann 2010"
Rapture-Palooza,2013,5.2,10075,404,English,"rapturepalooza,rapturepalooza 2013"
Road to Paloma,2014,6.1,4103,404,English,"road to paloma,road to paloma 2014"
River Queen,2005,6,2314,404,"English,Maori","river queen,river queen 2005"
Roar,2014,5.7,596,404,Hindi,"roar,roar 2014"
Road to your Heart,2014,6.7,538,404,Afrikaans,"road to your heart,road to your heart 2014"
Roald Dahl's Esio Trot,2015,7,3534,404,English,"roald dahls esio trot,roald dahls esio trot 2015,Roald Dahls Esio Trot,roalddahlsesiotrot"
Rob Dyrdek's Fantasy Factory,2009,7.8,2244,404,English,"rob dyrdeks fantasy factory,rob dyrdeks fantasy factory 2009,Rob Dyrdeks Fantasy Factory,robdyrdeksfantasyfactory"
Road Games,2015,5.6,2946,404,"English,French","road games,road games 2015"
Road to Hell,2008,7.8,800,404,English,"road to hell,road to hell 2008"
"Road, Movie",2009,6.9,1539,404,"Hindi,English,Rajasthani","road movie,road movie 2009,Road Movie,roadmovie"
Roadside Romeo,2008,5.3,1059,404,"Hindi,English","roadside romeo,roadside romeo 2008"
Road to Nowhere,2010,5.5,1447,404,English,"road to nowhere,road to nowhere 2010"
Redemption: The Stan Tookie Williams Story,2004,6.5,2862,404,English,"redemption the stan tookie williams story,redemption the stan tookie williams story 2004,Redemption The Stan Tookie Williams Story,redemptionthestantookiewilliamsstory"
Redirected,2014,6.7,32104,404,"English,Russian,Lithuanian,Polish","redirected,redirected 2014"
Reefer Madness: The Movie Musical,2005,7.1,5659,404,English,"reefer madness the movie musical,reefer madness the movie musical 2005,Reefer Madness The Movie Musical,reefermadnessthemoviemusical"
Reeker,2005,5.2,8938,404,English,"reeker,reeker 2005"
Redemption,2013,6.2,59427,404,"English,Polish,Cantonese,Italian","redemption,redemption 2013"
Sadece Sen,2014,7.3,2238,404,"Turkish,English","sadece sen,sadece sen 2014"
Sahara,2017,5.5,1506,404,"English,French","sahara,sahara 2017"
Kandahar,2001,6.8,5934,404,"Persian,English,Pushto,Polish","kandahar,kandahar 2001"
Saheb Biwi Aur Gangster Returns,2013,6.9,3208,404,Hindi,"saheb biwi aur gangster returns,saheb biwi aur gangster returns 2013"
Sainikudu,2006,5.1,1333,404,"Hindi,Telugu","sainikudu,sainikudu 2006"
Salem Falls,2011,5.7,568,404,English,"salem falls,salem falls 2011"
Salaam Namaste,2005,6.2,5509,404,"Hindi,English","salaam namaste,salaam namaste 2005"
Sajjan Singh Rangroot,2018,8,1078,404,"Punjabi,English","sajjan singh rangroot,sajjan singh rangroot 2018"
Saint Ralph,2004,7.6,5329,404,English,"saint ralph,saint ralph 2004"
Suicide Room,2011,6.8,7524,404,"Polish,English","suicide room,suicide room 2011"
Rob,2012,5.6,1923,404,English,"rob,rob 2012"
Road to Perdition,2002,7.7,223063,404,English,"road to perdition,road to perdition 2002"
Roadies,2016,7.3,4266,404,English,"roadies,roadies 2016"
RoboCop,2014,6.2,200968,404,"English,Persian,Ukrainian","robocop,robocop 2014"
Rocket Singh: Salesman of the Year,2009,7.5,15363,404,Hindi,"rocket singh salesman of the year,rocket singh salesman of the year 2009,Rocket Singh Salesman of the Year,rocketsinghsalesmanoftheyear"
Rock the Casbah,2013,6.5,595,404,"French,Arabic,English","rock the casbah,rock the casbah 2013"
Redentor,2004,7,834,404,"Portuguese,English,Spanish","redentor,redentor 2004"
Red Riding Hood,2011,5.5,100038,404,English,"red riding hood,red riding hood 2011"
Red Riding: The Year of Our Lord 1980,2009,7.2,7268,404,English,"red riding the year of our lord 1980,red riding the year of our lord 1980 2009,Red Riding The Year of Our Lord 1980,redridingtheyearofourlord1980"
Red Riding: The Year of Our Lord 1974,2009,7.1,10446,404,English,"red riding the year of our lord 1974,red riding the year of our lord 1974 2009,Red Riding The Year of Our Lord 1974,redridingtheyearofourlord1974"
Red State,2011,6.2,58140,404,English,"red state,red state 2011"
Red Tails,2012,5.9,31063,404,"English,Italian,German","red tails,red tails 2012"
Red Sparrow,2018,6.6,106322,404,"English,Russian","red sparrow,red sparrow 2018"
Red Riding: The Year of Our Lord 1983,2009,7.3,6198,404,English,"red riding the year of our lord 1983,red riding the year of our lord 1983 2009,Red Riding The Year of Our Lord 1983,redridingtheyearofourlord1983"
Redacted,2007,6.1,9304,404,"English,French,Arabic,German","redacted,redacted 2007"
Red Widow,2013,6.6,2857,404,English,"red widow,red widow 2013"
Red White & Blue,2010,6.4,5036,404,English,"red white blue,red white blue 2010,Red White Blue,redwhiteblue"
Red vs. Blue,2003,8.4,8259,404,"English,Spanish","red vs blue,red vs blue 2003,Red vs Blue,redvsblue"
Redbelt,2008,6.8,19313,404,"English,Portuguese,Japanese","redbelt,redbelt 2008"
Red Road,2006,6.8,10907,404,English,"red road,red road 2006"
Journey to Saturn,2008,5.7,2074,404,"Danish,German,Persian,English,French","journey to saturn,journey to saturn 2008"
Regretting Fish,2011,8,504,404,English,"regretting fish,regretting fish 2011"
Rehnaa Hai Terre Dil Mein,2001,7.5,4601,404,Hindi,"rehnaa hai terre dil mein,rehnaa hai terre dil mein 2001"
Salmon Fishing in the Yemen,2011,6.8,57192,404,"English,Arabic,Mandarin","salmon fishing in the yemen,salmon fishing in the yemen 2011"
Salting the Battlefield,2014,6.6,2787,404,"English,German","salting the battlefield,salting the battlefield 2014"
Saints and Soldiers: The Void,2014,5.2,1850,404,English,"saints and soldiers the void,saints and soldiers the void 2014,Saints and Soldiers The Void,saintsandsoldiersthevoid"
Saint John of Las Vegas,2009,5.7,2651,404,English,"saint john of las vegas,saint john of las vegas 2009"
Salem Witch Trials,2002,6.2,570,404,English,"salem witch trials,salem witch trials 2002"
Saint Laurent,2014,6.1,4395,404,"French,English","saint laurent,saint laurent 2014"
Saints and Soldiers: Airborne Creed,2012,5.7,3417,404,English,"saints and soldiers airborne creed,saints and soldiers airborne creed 2012,Saints and Soldiers Airborne Creed,saintsandsoldiersairbornecreed"
Salad Fingers,2004,8.2,1322,404,English,"salad fingers,salad fingers 2004"
Salaam-E-Ishq,2007,5.2,4536,404,Hindi,"salaameishq,salaameishq 2007"
Robot & Frank,2012,7.1,57874,404,English,"robot frank,robot frank 2012,Robot Frank,robotfrank"
Robotech: The Shadow Chronicles,2006,6.5,1388,404,English,"robotech the shadow chronicles,robotech the shadow chronicles 2006,Robotech The Shadow Chronicles,robotechtheshadowchronicles"
Robot Chicken: Star Wars III,2010,8.1,3566,404,"English,Spanish","robot chicken star wars iii,robot chicken star wars iii 2010,Robot Chicken Star Wars III,robotchickenstarwarsiii"
Rock Dog,2016,5.9,3540,404,English,"rock dog,rock dog 2016"
Rock of Ages,2012,5.9,68301,404,English,"rock of ages,rock of ages 2012"
Rock Haven,2007,5.5,1424,404,English,"rock haven,rock haven 2007"
Rock Slyde,2009,5.7,516,404,English,"rock slyde,rock slyde 2009"
Robots,2005,6.3,118033,404,"English,Italian","robots,robots 2005"
Rocket Science,2007,6.7,12178,404,English,"rocket science,rocket science 2007"
Robot Stories,2003,5.8,1336,404,English,"robot stories,robot stories 2003"
Regression,2015,5.7,31246,404,English,"regression,regression 2015"
Reign of Fire,2002,6.2,117061,404,English,"reign of fire,reign of fire 2002"
Regular Show: The Movie,2015,7.5,1997,404,English,"regular show the movie,regular show the movie 2015,Regular Show The Movie,regularshowthemovie"
Reign Over Me,2007,7.5,88840,404,English,"reign over me,reign over me 2007"
Rent: Filmed Live on Broadway,2008,8,3362,404,English,"rent filmed live on broadway,rent filmed live on broadway 2008,Rent Filmed Live on Broadway,rentfilmedliveonbroadway"
Repli-Kate,2002,5.7,4659,404,English,"replikate,replikate 2002"
Reno 911!: Miami,2007,5.9,25123,404,English,"reno 911 miami,reno 911 miami 2007,Reno 911 Miami,reno911miami"
Requiem,2018,6.4,3156,404,"English,British Sign Language,Welsh","requiem,requiem 2018"
Remember the Daze,2007,6.1,2862,404,English,"remember the daze,remember the daze 2007"
"Remember Me, My Love",2003,6.5,3738,404,"Italian,French,English","remember me my love,remember me my love 2003,Remember Me My Love,remembermemylove"
Reminiscence: The Beginning,2014,5.5,1192,404,English,"reminiscence the beginning,reminiscence the beginning 2014,Reminiscence The Beginning,reminiscencethebeginning"
Relentless Justice,2015,5.8,524,404,English,"relentless justice,relentless justice 2015"
Renegade,2004,5.2,9683,404,"English,Athapascan languages,German,French,Spanish,Apache languages","renegade,renegade 2004"
Remedy,2014,7.2,547,404,English,"remedy,remedy 2014"
Ren & Stimpy 'Adult Party Cartoon',2003,6,1123,404,English,"ren stimpy adult party cartoon,ren stimpy adult party cartoon 2003,Ren Stimpy Adult Party Cartoon,renstimpyadultpartycartoon"
Remake,2003,7.6,524,404,"Bosnian,French,English","remake,remake 2003"
Remember Sunday,2013,7,9675,404,English,"remember sunday,remember sunday 2013"
Rendition,2007,6.8,50981,404,"English,Arabic","rendition,rendition 2007"
Lost in Thailand,2012,6.3,2383,404,"Mandarin,English,Thai","lost in thailand,lost in thailand 2012"
Rememory,2017,6.2,11864,404,English,"rememory,rememory 2017"
Unknown Pleasures,2002,6.9,1759,404,"Mandarin,English","unknown pleasures,unknown pleasures 2002"
Relative Strangers,2006,5.3,3498,404,English,"relative strangers,relative strangers 2006"
Remember,2015,7.4,17416,404,"English,German","remember,remember 2015"
Repo Men,2010,6.3,94159,404,"English,Spanish","repo men,repo men 2010"
Remainder,2015,5.8,733,404,English,"remainder,remainder 2015"
Renegades,2017,5.4,5557,404,"English,Croatian,German","renegades,renegades 2017"
Renaissance,2006,6.7,14853,404,"English,French","renaissance,renaissance 2006"
Salt,2010,6.4,270644,404,"English,Russian,Korean","salt,salt 2010"
Salvage,2006,5.5,2273,404,English,"salvage,salvage 2006"
Salom̩,2013,6.8,1269,404,English,"salom,salom 2013,Salom"
Salvation,2017,7.1,10355,404,English,"salvation,salvation 2017"
Salvation Boulevard,2011,5.3,4064,404,English,"salvation boulevard,salvation boulevard 2011"
Salyut-7,2017,7.3,4320,404,"English,Russian","salyut7,salyut7 2017"
Saints and Soldiers,2003,6.8,18755,404,"English,German","saints and soldiers,saints and soldiers 2003"
Salem's Lot,2004,6.2,8712,404,"English,French","salems lot,salems lot 2004,Salems Lot,salemslot"
Rock On!!,2008,7.8,17809,404,"Hindi,English","rock on,rock on 2008,Rock On,rockon"
Rock the Kasbah,2015,5.5,8937,404,English,"rock the kasbah,rock the kasbah 2015"
RocknRolla,2008,7.3,214535,404,"English,Russian","rocknrolla,rocknrolla 2008"
Rockstar,2011,7.7,32843,404,Hindi,"rockstar,rockstar 2011"
Role Models,2008,6.9,208010,404,English,"role models,role models 2008"
Roll Bounce,2005,6.1,6027,404,English,"roll bounce,roll bounce 2005"
Rolling Kansas,2003,6.3,2154,404,English,"rolling kansas,rolling kansas 2003"
Rollin' with the Nines,2006,5.7,1079,404,English,"rollin with the nines,rollin with the nines 2006,Rollin with the Nines,rollinwiththenines"
Rent,2005,7,45354,404,English,"rent,rent 2005"
Replicant,2001,5.4,12307,404,English,"replicant,replicant 2001"
Repeaters,2010,5.8,5642,404,English,"repeaters,repeaters 2010"
Rescue Dawn,2006,7.3,92946,404,"English,Lao,Vietnamese","rescue dawn,rescue dawn 2006"
Repo! The Genetic Opera,2008,6.7,21860,404,English,"repo the genetic opera,repo the genetic opera 2008,Repo The Genetic Opera,repothegeneticopera"
Samson & Delilah,2009,7.1,2782,404,"English,Aboriginal","samson delilah,samson delilah 2009,Samson Delilah,samsondelilah"
Samba,2014,6.7,12345,404,"French,English,Portuguese,Russian,Serbian,Arabic","samba,samba 2014"
Same Kind of Different as Me,2017,6.5,3134,404,English,"same kind of different as me,same kind of different as me 2017"
Samay: When Time Strikes,2003,6.9,1271,404,"Hindi,English,Hindi","samay when time strikes,samay when time strikes 2003,Samay When Time Strikes,samaywhentimestrikes"
Samsara,2001,7.8,6749,404,"Tibetan,Ladakhi,Hindi","samsara,samsara 2001"
